id,gene_id,gene_name,KO
73_1,K03087,RNA polymerase nonessential primary-like sigma factor,K03087
73_10,73_10,,none
73_100,73_100,,none
73_101,73_101,,none
73_102,73_102,,none
73_103,K09803,uncharacterized protein,K09803
73_104,HAC64251.1,TPA: alpha/beta hydrolase,none
73_11,K03750,molybdopterin molybdotransferase [EC:2.10.1.1],K03750
73_12,K21397,ABC transport system ATP-binding/permease protein,K21397
73_13,K01736,chorismate synthase [EC:4.2.3.5],K01736
73_14,K10112,multiple sugar transport system ATP-binding protein,K10112
73_15,K10232,alpha-glucoside transport system substrate-binding protein,K10232
73_16,K10233,alpha-glucoside transport system permease protein,K10233
73_17,K10234,alpha-glucoside transport system permease protein,K10234
73_18,73_18,,none
73_19,K07245,copper resistance protein D,K07245
73_2,K07494,putative transposase,K07494
73_20,K09667,protein O-GlcNAc transferase [EC:2.4.1.255],K09667
73_21,K01414,oligopeptidase A [EC:3.4.24.70],K01414
73_22,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
73_23,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
73_24,K07494,putative transposase,K07494
73_25,K07494,putative transposase,K07494
73_26,CUR31200.1,conserved hypothetical protein,none
73_27,K07495,putative transposase,K07495
73_28,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
73_29,K09925,uncharacterized protein,K09925
73_3,K10912,"two-component system, repressor protein LuxO",K10912
73_30,K19166,mRNA interferase HigB [EC:3.1.-.-],K19166
73_31,K18831,HTH-type transcriptional regulator / antitoxin HigA,K18831
73_32,K02288,phycocyanobilin lyase subunit alpha [EC:4.4.1.32],K02288
73_33,K07494,putative transposase,K07494
73_34,K07494,putative transposase,K07494
73_35,K02288,phycocyanobilin lyase subunit alpha [EC:4.4.1.32],K02288
73_36,K02284,phycocyanin alpha chain,K02284
73_37,K02285,phycocyanin beta chain,K02285
73_38,K04268,adenosine receptor A3,K04268
73_39,K07496,putative transposase,K07496
73_4,K07499,putative transposase,K07499
73_40,K17637,exocyst complex component 2,K17637
73_41,K19788,obg-like ATPase 1,K19788
73_42,K11654,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [EC:3.6.4.-],K11654
73_43,K10227,sorbitol/mannitol transport system substrate-binding protein,K10227
73_44,K12801,caspase recruitment domain-containing protein 8,K12801
73_45,K01822,steroid Delta-isomerase [EC:5.3.3.1],K01822
73_46,K01551,arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-],K01551
73_47,K00014,shikimate dehydrogenase [EC:1.1.1.25],K00014
73_48,K22299,"HTH-type transcriptional regulator, competence development regulator",K22299
73_49,K07065,uncharacterized protein,K07065
73_5,K07499,putative transposase,K07499
73_50,K07499,putative transposase,K07499
73_51,K07494,putative transposase,K07494
73_52,K01406,serralysin [EC:3.4.24.40],K01406
73_53,K07803,zinc resistance-associated protein,K07803
73_54,K06872,uncharacterized protein,K06872
73_55,K02003,putative ABC transport system ATP-binding protein,K02003
73_56,K01014,aryl sulfotransferase [EC:2.8.2.1],K01014
73_57,K18828,tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-],K18828
73_58,K01621,xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22],K01621
73_59,K09803,uncharacterized protein,K09803
73_6,K07495,putative transposase,K07495
73_60,73_60,,none
73_61,K07496,putative transposase,K07496
73_62,K00133,aspartate-semialdehyde dehydrogenase [EC:1.2.1.11],K00133
73_63,K01714,4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7],K01714
73_64,K12574,ribonuclease J [EC:3.1.-.-],K12574
73_65,NCS20480.1,PEP-CTERM sorting domain-containing protein,none
73_66,K16507,protocadherin-16/23,K16507
73_67,K07494,putative transposase,K07494
73_68,K07495,putative transposase,K07495
73_69,K16503,cadherin-related family member 3,K16503
73_7,K05577,NAD(P)H-quinone oxidoreductase subunit 5 [EC:7.1.1.2],K05577
73_70,K07065,uncharacterized protein,K07065
73_71,K07496,putative transposase,K07496
73_72,K07496,putative transposase,K07496
73_73,73_73,,none
73_74,K19156,antitoxin PrlF,K19156
73_75,K15352,secreted effector protein PipB2,K15352
73_76,K03455,"monovalent cation:H+ antiporter-2, CPA2 family",K03455
73_77,K03455,"monovalent cation:H+ antiporter-2, CPA2 family",K03455
73_78,K02703,photosystem II P680 reaction center D1 protein [EC:1.10.3.9],K02703
73_79,73_79,,none
73_8,K05575,NAD(P)H-quinone oxidoreductase subunit 4 [EC:7.1.1.2],K05575
73_80,73_80,,none
73_81,K07496,putative transposase,K07496
73_82,73_82,,none
73_83,73_83,,none
73_84,K15256,tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-],K15256
73_85,K05569,multicomponent Na+:H+ antiporter subunit E,K05569
73_86,K00147,glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41],K00147
73_87,K07240,chromate transporter,K07240
73_88,K01138,uncharacterized sulfatase [EC:3.1.6.-],K01138
73_89,K15837,G-protein signaling modulator 2,K15837
73_9,73_9,,none
73_90,K05099,proto-oncogene tyrosine-protein kinase Met [EC:2.7.10.1],K05099
73_91,K22044,moderate conductance mechanosensitive channel,K22044
73_92,K02031,peptide/nickel transport system ATP-binding protein,K02031
73_93,K02846,N-methyl-L-tryptophan oxidase [EC:1.5.3.-],K02846
73_94,K00301,sarcosine oxidase [EC:1.5.3.1],K00301
73_95,73_95,,none
73_96,K07076,uncharacterized protein,K07076
73_97,K02654,leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-],K02654
73_98,K01256,aminopeptidase N [EC:3.4.11.2],K01256
73_99,73_99,,none
74_1,74_1,,none
74_2,K07822,archaeal flagellar protein FlaC,K07822
75_1,K05385,bilin biosynthesis protein,K05385
75_2,K05386,bilin biosynthesis protein,K05386
75_3,BBH38472.1,transposase,none
75_4,BBH38472.1,transposase,none
76_1,K20246,L-histidine Nalpha-methyltransferase / hercynylcysteine S-oxide synthase [EC:2.1.1.44 1.14.99.51],K20246
76_2,K03012,DNA-directed RNA polymerase II subunit RPB4,K03012
77_1,K02290,phycobilisome rod-core linker protein,K02290
77_10,77_10,,none
77_11,K02422,flagellar protein FliS,K02422
77_12,77_12,,none
77_13,77_13,,none
77_14,K04759,ferrous iron transport protein B,K04759
77_15,K06921,uncharacterized protein,K06921
77_16,K17517,C-type lectin domain family 12 member B,K17517
77_17,K03675,glutaredoxin 2,K03675
77_18,K00719,galactosylgalactosylglucosylceramide beta-D-acetylgalactosaminyltransferase [EC:2.4.1.79],K00719
77_19,77_19,,none
77_2,IsiA,Iron stress-induced chlorophyll-binding protein,IsiA
77_20,77_20,,none
77_21,77_21,,none
77_22,K05566,multicomponent Na+:H+ antiporter subunit B,K05566
77_23,K07242,putative multicomponent Na+:H+ antiporter subunit B,K07242
77_24,K05571,multicomponent Na+:H+ antiporter subunit G,K05571
77_25,K05570,multicomponent Na+:H+ antiporter subunit F,K05570
77_26,K05569,multicomponent Na+:H+ antiporter subunit E,K05569
77_27,K05568,multicomponent Na+:H+ antiporter subunit D,K05568
77_28,K05567,multicomponent Na+:H+ antiporter subunit C,K05567
77_29,K14337,"alpha-1,6-mannosyltransferase [EC:2.4.1.-]",K14337
77_3,IsiA,Iron stress-induced chlorophyll-binding protein,IsiA
77_30,K13256,protein PsiE,K13256
77_31,K03455,"monovalent cation:H+ antiporter-2, CPA2 family",K03455
77_32,K03321,"sulfate permease, SulP family",K03321
77_33,K06946,uncharacterized protein,K06946
77_34,K21023,diguanylate cyclase [EC:2.7.7.65],K21023
77_35,K21023,diguanylate cyclase [EC:2.7.7.65],K21023
77_36,K00097,4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262],K00097
77_37,K02643,cytochrome b6-f complex subunit 7,K02643
77_38,K08904,photosystem II Psb28-2 protein,K08904
77_39,K23541,"Ca2+/H+ antiporter, TMEM165/GDT1 family",K23541
77_4,IsiA,Iron stress-induced chlorophyll-binding protein,IsiA
77_40,K23541,"Ca2+/H+ antiporter, TMEM165/GDT1 family",K23541
77_41,77_41,,none
77_42,K10001,glutamate/aspartate transport system substrate-binding protein,K10001
77_43,K15523,protein-ribulosamine 3-kinase [EC:2.7.1.172],K15523
77_44,K07263,zinc protease [EC:3.4.24.-],K07263
77_45,K02335,DNA polymerase I [EC:2.7.7.7],K02335
77_46,77_46,,none
77_47,K01673,carbonic anhydrase [EC:4.2.1.1],K01673
77_48,77_48,,none
77_49,77_49,,none
77_5,K03839,flavodoxin I,K03839
77_6,K19007,lysophosphatidiate acyltransferase [EC:2.3.1.51],K19007
77_7,K04758,ferrous iron transport protein A,K04758
77_8,K04759,ferrous iron transport protein B,K04759
77_9,77_9,,none
78_1,K00461,arachidonate 5-lipoxygenase [EC:1.13.11.34],K00461
78_10,K01939,adenylosuccinate synthase [EC:6.3.4.4],K01939
78_11,K02897,large subunit ribosomal protein L25,K02897
78_12,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
78_13,78_13,,none
78_14,K19007,lysophosphatidiate acyltransferase [EC:2.3.1.51],K19007
78_15,78_15,,none
78_16,K05181,gamma-aminobutyric acid receptor subunit beta,K05181
78_17,K09667,protein O-GlcNAc transferase [EC:2.4.1.255],K09667
78_18,K02435,aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7],K02435
78_19,K17317,glucose/mannose transport system permease protein,K17317
78_2,K18031,linolenate 9R-lipoxygenase [EC:1.13.11.61],K18031
78_20,K02500,imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10],K02500
78_21,K23736,2-lysophosphatidate phosphatase [EC:3.1.3.106],K23736
78_22,K10297,F-box protein 11,K10297
78_23,78_23,,none
78_24,78_24,,none
78_25,K04487,cysteine desulfurase [EC:2.8.1.7],K04487
78_26,K08300,ribonuclease E [EC:3.1.26.12],K08300
78_27,78_27,,none
78_28,78_28,,none
78_29,K08304,membrane-bound lytic murein transglycosylase A [EC:4.2.2.-],K08304
78_3,K03087,RNA polymerase nonessential primary-like sigma factor,K03087
78_30,K03702,excinuclease ABC subunit B,K03702
78_31,K03418,"N,N-dimethylformamidase [EC:3.5.1.56]",K03418
78_32,K11955,neutral amino acid transport system permease protein,K11955
78_33,78_33,,none
78_34,K03497,"ParB family transcriptional regulator, chromosome partitioning protein",K03497
78_35,K07481,"transposase, IS5 family",K07481
78_36,78_36,,none
78_37,78_37,,none
78_38,K03574,8-oxo-dGTP diphosphatase [EC:3.6.1.55],K03574
78_39,K05595,multiple antibiotic resistance protein,K05595
78_4,K07496,putative transposase,K07496
78_40,K06889,uncharacterized protein,K06889
78_41,78_41,,none
78_42,K18843,antitoxin HicB,K18843
78_43,78_43,,none
78_44,K01406,serralysin [EC:3.4.24.40],K01406
78_45,K16506,protocadherin Fat 1/2/3,K16506
78_5,K21071,ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90],K21071
78_6,K21071,ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90],K21071
78_7,K00226,dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1],K00226
78_8,K00611,ornithine carbamoyltransferase [EC:2.1.3.3],K00611
78_9,K00027,malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38],K00027
79_1,K22033,lytic cellulose monooxygenase (C4-dehydrogenating) [EC:1.14.99.56],K22033
8_1,K01769,"guanylate cyclase, other [EC:4.6.1.2]",K01769
8_10,K03818,putative colanic acid biosynthesis acetyltransferase WcaF [EC:2.3.1.-],K03818
8_100,8_100,,none
8_101,8_101,,none
8_102,K04082,molecular chaperone HscB,K04082
8_103,8_103,,none
8_104,K02356,elongation factor P,K02356
8_105,K02160,acetyl-CoA carboxylase biotin carboxyl carrier protein,K02160
8_106,K00053,ketol-acid reductoisomerase [EC:1.1.1.86],K00053
8_107,8_107,,none
8_108,8_108,,none
8_109,K15632,23S rRNA (adenine-C8)-methyltransferase [EC:2.1.1.224],K15632
8_11,K07259,serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-],K07259
8_110,K15366,salmonella plasmid virulence protein B,K15366
8_111,K07496,putative transposase,K07496
8_112,K07496,putative transposase,K07496
8_113,K07496,putative transposase,K07496
8_114,8_114,,none
8_115,K11021,insecticidal toxin complex protein TccC,K11021
8_116,8_116,,none
8_117,8_117,,none
8_118,K19470,complement C1q tumor necrosis factor-related protein 6,K19470
8_119,K19165,antitoxin Phd,K19165
8_12,K00302,"sarcosine oxidase, subunit alpha [EC:1.5.3.1]",K00302
8_120,K07063,uncharacterized protein,K07063
8_121,8_121,,none
8_122,8_122,,none
8_123,K13542,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],K13542
8_124,K08884,"serine/threonine protein kinase, bacterial [EC:2.7.11.1]",K08884
8_125,K05936,precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271],K05936
8_126,8_126,,none
8_127,K07264,4-amino-4-deoxy-L-arabinose transferase [EC:2.4.2.43],K07264
8_128,K02650,type IV pilus assembly protein PilA,K02650
8_129,8_129,,none
8_13,8_13,,none
8_130,8_130,,none
8_131,K01139,"GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]",K01139
8_132,K04078,chaperonin GroES,K04078
8_133,K04077,chaperonin GroEL,K04077
8_134,8_134,,none
8_135,K17513,C-type lectin superfamily 17 member A,K17513
8_136,8_136,,none
8_14,K03689,cytochrome b6-f complex subunit 8,K03689
8_15,8_15,,none
8_16,8_16,,none
8_17,K05275,pyridoxine 4-dehydrogenase [EC:1.1.1.65],K05275
8_18,K06924,uncharacterized protein,K06924
8_19,K08884,"serine/threonine protein kinase, bacterial [EC:2.7.11.1]",K08884
8_2,K03797,carboxyl-terminal processing protease [EC:3.4.21.102],K03797
8_20,K01822,steroid Delta-isomerase [EC:5.3.3.1],K01822
8_21,K23525,oleanolate 3-O-glucosyltransferase [EC:2.4.1.368],K23525
8_22,K06207,GTP-binding protein,K06207
8_23,K21498,antitoxin HigA-1,K21498
8_24,8_24,,none
8_25,K06926,uncharacterized protein,K06926
8_26,RKZ73114.1,hypothetical protein DRR16_33385,none
8_27,8_27,,none
8_28,K00860,adenylylsulfate kinase [EC:2.7.1.25],K00860
8_29,K00024,malate dehydrogenase [EC:1.1.1.37],K00024
8_3,K01142,exodeoxyribonuclease III [EC:3.1.11.2],K01142
8_30,K14745,streptokinase A [EC:3.4.-.-],K14745
8_31,K13002,glycosyltransferase [EC:2.4.1.-],K13002
8_32,K00754,L-malate glycosyltransferase [EC:2.4.1.-],K00754
8_33,K12993,"alpha-1,2-mannosyltransferase/rhamnosyltransferase [EC:2.4.1.-]",K12993
8_34,K07107,acyl-CoA thioester hydrolase [EC:3.1.2.-],K07107
8_35,K03657,DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12],K03657
8_36,K03671,thioredoxin 1,K03671
8_37,K21498,antitoxin HigA-1,K21498
8_38,K13655,HTH-type transcriptional regulator / antitoxin MqsA,K13655
8_39,8_39,,none
8_4,K00558,DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37],K00558
8_40,8_40,,none
8_41,8_41,,none
8_42,8_42,,none
8_43,K07171,mRNA interferase MazF [EC:3.1.-.-],K07171
8_44,K20155,4-methylaminobutanoate oxidase (methylamine-forming) [EC:1.5.3.21],K20155
8_45,K19157,mRNA interferase YafQ [EC:3.1.-.-],K19157
8_46,K02096,phycobilisome core-membrane linker protein,K02096
8_47,K17504,protein phosphatase 1J [EC:3.1.3.16],K17504
8_48,K03789,[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266],K03789
8_49,K07491,putative transposase,K07491
8_5,K07075,uncharacterized protein,K07075
8_50,K07496,putative transposase,K07496
8_51,K07495,putative transposase,K07495
8_52,K07494,putative transposase,K07494
8_53,8_53,,none
8_54,K07494,putative transposase,K07494
8_55,K03208,colanic acid biosynthesis glycosyl transferase WcaI,K03208
8_56,K04034,anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:1.21.98.3],K04034
8_57,8_57,,none
8_58,K01243,adenosylhomocysteine nucleosidase [EC:3.2.2.9],K01243
8_59,K02010,iron(III) transport system ATP-binding protein [EC:7.2.2.7],K02010
8_6,8_6,,none
8_60,K11522,"two-component system, chemotaxis family, response regulator PixG",K11522
8_61,K07711,"two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]",K07711
8_62,K03406,methyl-accepting chemotaxis protein,K03406
8_63,K06596,chemosensory pili system protein ChpA (sensor histidine kinase/response regulator),K06596
8_64,K03412,"two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]",K03412
8_65,K00575,chemotaxis protein methyltransferase CheR [EC:2.1.1.80],K00575
8_66,K03408,purine-binding chemotaxis protein CheW,K03408
8_67,K07157,uncharacterized protein,K07157
8_68,K04518,prephenate dehydratase [EC:4.2.1.51],K04518
8_69,8_69,,none
8_7,K18138,multidrug efflux pump,K18138
8_70,8_70,,none
8_71,K07106,N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126],K07106
8_72,K06402,stage IV sporulation protein FB [EC:3.4.24.-],K06402
8_73,K10628,V(D)J recombination-activating protein 1 [EC:2.3.2.27],K10628
8_74,K22530,ATPase family AAA domain-containing protein 1 [EC:3.6.1.-],K22530
8_75,8_75,,none
8_76,8_76,,none
8_77,K17589,RB1-inducible coiled-coil protein 1,K17589
8_78,K17890,autophagy-related protein 16-1,K17890
8_79,8_79,,none
8_8,K03585,"membrane fusion protein, multidrug efflux system",K03585
8_80,8_80,,none
8_81,K03130,transcription initiation factor TFIID subunit 5,K03130
8_82,K08715,inward rectifier potassium channel,K08715
8_83,K17341,hemicentin,K17341
8_84,K20543,cellulose synthase operon protein C,K20543
8_85,K02533,tRNA/rRNA methyltransferase [EC:2.1.1.-],K02533
8_86,K01768,adenylate cyclase [EC:4.6.1.1],K01768
8_87,8_87,,none
8_88,K16716,asterless,K16716
8_89,K02372,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59],K02372
8_9,K12984,"(heptosyl)LPS beta-1,4-glucosyltransferase [EC:2.4.1.-]",K12984
8_90,K00329,NADH dehydrogenase [EC:7.1.1.2],K00329
8_91,K01425,glutaminase [EC:3.5.1.2],K01425
8_92,K00598,trans-aconitate 2-methyltransferase [EC:2.1.1.144],K00598
8_93,K01602,ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39],K01602
8_94,K16071,disintegrin and metalloproteinase domain-containing protein 7 [EC:3.4.24.-],K16071
8_95,K01601,ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39],K01601
8_96,K20206,bromide peroxidase [EC:1.11.1.18],K20206
8_97,K06213,magnesium transporter,K06213
8_98,K06946,uncharacterized protein,K06946
8_99,K01061,carboxymethylenebutenolidase [EC:3.1.1.45],K01061
80_1,K16174,"small subunit ribosomal protein S18b, mitochondrial",K16174
80_2,K02496,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],K02496
80_3,80_3,,none
80_4,80_4,,none
80_5,80_5,,none
80_6,80_6,,none
80_7,K02234,cobalamin biosynthesis protein CobW,K02234
80_8,K04648,dynactin 1,K04648
81_1,81_1,,none
81_10,K18918,"RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB",K18918
81_11,K03789,[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266],K03789
81_12,K02703,photosystem II P680 reaction center D1 protein [EC:1.10.3.9],K02703
81_13,K14147,dense granule protein 7,K14147
81_14,K12212,intracellular multiplication protein IcmJ,K12212
81_15,K16767,centrosomal protein CEP112,K16767
81_16,K10207,testosterone 17beta-dehydrogenase (NADP+) [EC:1.1.1.64],K10207
81_17,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
81_18,K13069,diguanylate cyclase [EC:2.7.7.65],K13069
81_19,K06379,stage II sporulation protein AB (anti-sigma F factor) [EC:2.7.11.1],K06379
81_2,K03496,chromosome partitioning protein,K03496
81_20,81_20,,none
81_21,K04763,integrase/recombinase XerD,K04763
81_22,81_22,,none
81_23,81_23,,none
81_24,K07495,putative transposase,K07495
81_25,81_25,,none
81_26,K07321,CO dehydrogenase maturation factor,K07321
81_27,81_27,,none
81_28,81_28,,none
81_29,K07495,putative transposase,K07495
81_3,K21495,antitoxin FitA,K21495
81_30,K20276,large repetitive protein,K20276
81_4,K06261,platelet glycoprotein Ib alpha chain,K06261
81_5,K21501,Alphaherpesvirinae replication origin-binding protein,K21501
81_6,K18433,type IV secretion system T-DNA border endonuclease VirD1,K18433
81_7,81_7,,none
81_8,K21498,antitoxin HigA-1,K21498
81_9,K07334,toxin HigB-1,K07334
82_1,K22405,NADH oxidase (H2O-forming) [EC:1.6.3.4],K22405
82_10,K00939,adenylate kinase [EC:2.7.4.3],K00939
82_11,K07494,putative transposase,K07494
82_12,K07499,putative transposase,K07499
82_13,K07495,putative transposase,K07495
82_14,K03464,muconolactone D-isomerase [EC:5.3.3.4],K03464
82_15,K03641,TolB protein,K03641
82_16,K08153,"MFS transporter, DHA1 family, multidrug resistance protein",K08153
82_17,82_17,,none
82_18,K02564,glucosamine-6-phosphate deaminase [EC:3.5.99.6],K02564
82_19,K04515,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],K04515
82_2,82_2,,none
82_20,K18420,RISC-loading complex subunit TARBP2,K18420
82_21,82_21,,none
82_22,82_22,,none
82_23,K01892,histidyl-tRNA synthetase [EC:6.1.1.21],K01892
82_24,K02371,enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9],K02371
82_25,82_25,,none
82_26,82_26,,none
82_27,K07253,phenylpyruvate tautomerase [EC:5.3.2.1],K07253
82_28,K21185,flavin reductase,K21185
82_29,K21936,anaerobilin synthase [EC:2.1.1.342],K21936
82_3,82_3,,none
82_30,K06865,ATPase,K06865
82_31,K11005,hemolysin A,K11005
82_32,K21265,glutathione S-transferase fosA5 [EC:2.5.1.18],K21265
82_33,K19031,cell migration-inducing and hyaluronan-binding protein [EC:3.2.1.35],K19031
82_34,K07499,putative transposase,K07499
82_35,K07494,putative transposase,K07494
82_36,K07499,putative transposase,K07499
82_37,K07494,putative transposase,K07494
82_38,K09690,lipopolysaccharide transport system permease protein,K09690
82_39,K09691,lipopolysaccharide transport system ATP-binding protein,K09691
82_4,K02520,translation initiation factor IF-3,K02520
82_40,K00075,UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98],K00075
82_41,K16710,colanic acid/amylovoran biosynthesis protein,K16710
82_42,K12988,"alpha-1,3-rhamnosyltransferase [EC:2.4.1.-]",K12988
82_43,K21001,polysaccharide biosynthesis protein PslH,K21001
82_44,K00754,L-malate glycosyltransferase [EC:2.4.1.-],K00754
82_45,K07491,putative transposase,K07491
82_46,K07496,putative transposase,K07496
82_47,K07496,putative transposase,K07496
82_48,K07394,SM-20-related protein,K07394
82_49,K18814,putative inorganic carbon (hco3(-)) transporter,K18814
82_5,K05714,"2-hydroxy-6-oxonona-2,4-dienedioate hydrolase [EC:3.7.1.14]",K05714
82_50,K07460,putative endonuclease,K07460
82_51,K17836,beta-lactamase class A [EC:3.5.2.6],K17836
82_52,K00302,"sarcosine oxidase, subunit alpha [EC:1.5.3.1]",K00302
82_53,82_53,,none
82_54,K12057,conjugal transfer pilus assembly protein TraF,K12057
82_55,K11325,L-cysteine/cystine lyase,K11325
82_56,K01130,arylsulfatase [EC:3.1.6.1],K01130
82_57,K01079,phosphoserine phosphatase [EC:3.1.3.3],K01079
82_58,K13444,formylglycine-generating enzyme [EC:1.8.3.7],K13444
82_59,K10255,acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45],K10255
82_6,K07496,putative transposase,K07496
82_60,K17884,archaetidylinositol phosphate synthase [EC:2.7.8.39],K17884
82_61,K07062,toxin FitB [EC:3.1.-.-],K07062
82_62,K19938,rabphilin-3A,K19938
82_63,K10206,LL-diaminopimelate aminotransferase [EC:2.6.1.83],K10206
82_64,K01469,5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9],K01469
82_65,WP_190955120.1,MULTISPECIES: DUF86 domain-containing protein,none
82_66,K07075,uncharacterized protein,K07075
82_67,K07448,restriction system protein,K07448
82_68,K22110,oligogalacturonate-specific porin family protein,K22110
82_69,K16245,phenol/toluene 2-monooxygenase (NADH) P4/A4 [EC:1.14.13.244 1.14.13.243],K16245
82_7,K03168,DNA topoisomerase I [EC:5.6.2.1],K03168
82_70,WP_190959620.1,MULTISPECIES: XisH family protein,none
82_71,K01469,5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9],K01469
82_72,K04075,tRNA(Ile)-lysidine synthase [EC:6.3.4.19],K04075
82_73,K00767,nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19],K00767
82_8,82_8,,none
82_9,K10424,dynactin 2,K10424
83_1,83_1,,none
83_10,K02575,"MFS transporter, NNP family, nitrate/nitrite transporter",K02575
83_11,K00366,ferredoxin-nitrite reductase [EC:1.7.7.1],K00366
83_12,K19165,antitoxin Phd,K19165
83_13,83_13,,none
83_14,K03789,[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266],K03789
83_15,83_15,,none
83_16,K07452,5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-],K07452
83_17,K19147,5-methylcytosine-specific restriction enzyme subunit McrC,K19147
83_18,K01551,arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-],K01551
83_19,83_19,,none
83_2,K01591,orotidine-5'-phosphate decarboxylase [EC:4.1.1.23],K01591
83_20,K09690,lipopolysaccharide transport system permease protein,K09690
83_21,K09691,lipopolysaccharide transport system ATP-binding protein,K09691
83_22,K01784,UDP-glucose 4-epimerase [EC:5.1.3.2],K01784
83_23,K06971,uncharacterized protein,K06971
83_24,K05357,vitamin-K-epoxide reductase (warfarin-sensitive) [EC:1.17.4.4],K05357
83_25,K21456,glutathione synthase [EC:6.3.2.3],K21456
83_26,K04079,molecular chaperone HtpG,K04079
83_27,83_27,,none
83_28,K15837,G-protein signaling modulator 2,K15837
83_29,K07132,ATP-dependent target DNA activator [EC:3.6.1.3],K07132
83_3,K02723,photosystem II PsbY protein,K02723
83_30,83_30,,none
83_31,K06218,mRNA interferase RelE/StbE,K06218
83_32,K17108,non-lysosomal glucosylceramidase [EC:3.2.1.45],K17108
83_4,K01726,gamma-carbonic anhydrase [EC:4.2.1.-],K01726
83_5,83_5,,none
83_6,K08234,glyoxylase I family protein,K08234
83_7,K02692,photosystem I subunit II,K02692
83_8,K01657,anthranilate synthase component I [EC:4.1.3.27],K01657
83_9,K01176,alpha-amylase [EC:3.2.1.1],K01176
84_1,84_1,,none
84_10,K05882,aryl-alcohol dehydrogenase (NADP+) [EC:1.1.1.91],K05882
84_11,K09384,uncharacterized protein,K09384
84_2,K01144,exodeoxyribonuclease V [EC:3.1.11.5],K01144
84_3,K23414,phenolphthiocerol/phthiocerol/phthiodiolone dimycocerosyl transferase [EC:2.3.1.282],K23414
84_4,K01892,histidyl-tRNA synthetase [EC:6.1.1.21],K01892
84_5,84_5,,none
84_6,K13641,"IclR family transcriptional regulator, acetate operon repressor",K13641
84_7,84_7,,none
84_8,K16824,low affinity immunoglobulin gamma Fc receptor II-c,K16824
84_9,K10443,kelch-like protein 2/3,K10443
85_1,K20283,golgin subfamily A member 4,K20283
85_10,85_10,,none
