	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED]	78_45	NOR23688.1	954	1	2.64E-25	49.76						IPR037221 (G3DSA:2.60.40.GENE3D)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	79_1	NQZ65101.1	1248	1	1.99E-95	72.94	3	P:GO:0005975; F:GO:0004553; F:GO:0030247	P:carbohydrate metabolic process; F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:polysaccharide binding			IPR019028 (SMART); IPR001919 (SMART); IPR001919 (PFAM); IPR012291 (G3DSA:2.60.40.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR001919 (PROSITE_PROFILES); IPR008965 (SUPERFAMILY)	P:GO:0005975; F:GO:0004553; F:GO:0030246; F:GO:0030247	P:carbohydrate metabolic process; F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:carbohydrate binding; F:polysaccharide binding
true	[INTERPRO, BLASTED]	80_1	WP_096567536.1	228	1	4.52E-15	69.86						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED]	80_2	WP_072722556.1	1029	1	5.8E-44	62.5	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	80_3	EAM48959.1	336	1	1.07E-51	84.26						IPR025668 (PFAM)	no GO terms	no GO terms
true	[INTERPRO]	80_4		147									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	80_5	TAF10220.1	264	1	1.43E-19	73.68						IPR025668 (PFAM)	no GO terms	no GO terms
true	[INTERPRO]	80_6		165									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	80_7	WP_190949865.1	1044	1	5.11E-140	74.93						IPR011629 (SMART); IPR003495 (PFAM); IPR036627 (G3DSA:3.30.1220.GENE3D); IPR011629 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); PTHR13748:SF65 (PANTHER); PTHR13748 (PANTHER); PTHR13748:SF65 (PANTHER); cd03112 (CDD); IPR027417 (SUPERFAMILY); SSF90002 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	80_8	WP_002748182.1	267	1	6.62E-22	75.61						no IPS match	no IPS match	no IPS match
true	[INTERPRO]	81_1		90									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	81_2	WP_190437195.1	636	1	1.35E-102	87.13						IPR027417 (G3DSA:3.40.50.GENE3D); PIRSF009320 (PIRSF); IPR002586 (PFAM); PTHR13696 (PANTHER); cd02042 (CDD); IPR027417 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	81_3	WP_176633030.1	243	1	1.45E-10	57.33	1	P:GO:0006355	P:regulation of transcription, DNA-templated			IPR013321 (G3DSA:1.10.1220.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR010985 (SUPERFAMILY)	P:GO:0006355	P:regulation of transcription, DNA-templated
true	[INTERPRO]	81_4		1335									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	81_5	NET44874.1	3891	1	5.07E-81	47.5	3	P:GO:0006260; F:GO:0003688; F:GO:0005524	P:DNA replication; F:DNA replication origin binding; F:ATP binding			IPR003450 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	P:GO:0006260; F:GO:0003688; F:GO:0005524	P:DNA replication; F:DNA replication origin binding; F:ATP binding
true	[INTERPRO]	81_6		402									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	81_7	WP_026719096.1	1434	1	1.02E-36	46.04						IPR005094 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	81_8	MBK8900322.1	303	1	4.61E-51	86.87	1	F:GO:0003677	F:DNA binding			IPR001387 (SMART); IPR001387 (PFAM); IPR013430 (TIGRFAM); IPR010982 (G3DSA:1.10.260.GENE3D); IPR013430 (PANTHER); IPR001387 (PROSITE_PROFILES); IPR001387 (CDD); IPR010982 (SUPERFAMILY)	F:GO:0003677	F:DNA binding
true	[INTERPRO, BLASTED]	81_9	NKQ34676.1	294	1	1.53E-45	81.44						IPR007711 (PFAM); IPR035093 (G3DSA:3.30.2310.GENE3D); IPR007711 (PANTHER); IPR035093 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	81_10	WP_096645994.1	279	1	1.01E-30	79.35	1	P:GO:0006355	P:regulation of transcription, DNA-templated			IPR013321 (G3DSA:1.10.1220.GENE3D); IPR014795 (PFAM); G3DSA:1.20.890.30 (GENE3D); IPR014795 (PANTHER); PTHR35401:SF2 (PANTHER); IPR010985 (SUPERFAMILY)	P:GO:0006355	P:regulation of transcription, DNA-templated
true	[INTERPRO, BLASTED, ANNOTATED]	81_11	WP_016949263.1	501	1	1.09E-73	80.12	1	F:GO:0008080	F:N-acetyltransferase activity			G3DSA:3.40.630.30 (GENE3D); IPR000182 (PFAM); PTHR36449 (PANTHER); cd04301 (CDD); IPR016181 (SUPERFAMILY)	F:GO:0008080	F:N-acetyltransferase activity
true	[INTERPRO, BLASTED, ANNOTATED]	81_12	WP_103113012.1	1071	1	9.74E-259	98.06	2	P:GO:0009772; F:GO:0045156	P:photosynthetic electron transport in photosystem II; F:electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity			IPR000484 (PRINTS); IPR000484 (PFAM); IPR036854 (G3DSA:1.20.85.GENE3D); IPR005867 (TIGRFAM); IPR036854 (G3DSA:1.20.85.GENE3D); IPR000484 (PANTHER); PTHR33149:SF30 (PANTHER); IPR005867 (HAMAP); IPR005867 (CDD); IPR036854 (SUPERFAMILY)	P:GO:0009772; P:GO:0019684; F:GO:0009055; F:GO:0045156	P:photosynthetic electron transport in photosystem II; P:photosynthesis, light reaction; F:electron transfer activity; F:electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity
true	[INTERPRO]	81_13		204									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED]	81_14	OYE01958.1	387	1	8.46E-29	53.39	2	P:GO:0090305; F:GO:0004519	P:nucleic acid phosphodiester bond hydrolysis; F:endonuclease activity			IPR003615 (CDD)	no GO terms	no GO terms
true	[INTERPRO]	81_15		396									no IPS match	no IPS match	no IPS match
true	[INTERPRO]	81_16		429									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	81_17	WP_084644304.1	366	1	5.45E-6	59.18	2	F:GO:0003676; F:GO:0004519	F:nucleic acid binding; F:endonuclease activity			IPR003615 (SMART); IPR002711 (PFAM); G3DSA:1.10.30.50 (GENE3D); IPR003615 (CDD)	F:GO:0003676; F:GO:0004519	F:nucleic acid binding; F:endonuclease activity
true	[INTERPRO, BLASTED]	81_18	WP_008275455.1	864	1	2.33E-7	86.84						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	81_19	MBV8883903.1	333	1	2.35E-39	72.73						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	81_20	MBO1347565.1	219	1	6.81E-30	92.19						IPR032568 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	81_21	WP_144872272.1	1089	1	3.57E-135	69.17	3	P:GO:0006310; P:GO:0015074; F:GO:0003677	P:DNA recombination; P:DNA integration; F:DNA binding			IPR004107 (PFAM); IPR013762 (G3DSA:1.10.443.GENE3D); IPR010998 (G3DSA:1.10.150.GENE3D); IPR002104 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR30349 (PANTHER); IPR002104 (PROSITE_PROFILES); IPR044068 (PROSITE_PROFILES); IPR011010 (SUPERFAMILY)	P:GO:0006310; P:GO:0015074; F:GO:0003677	P:DNA recombination; P:DNA integration; F:DNA binding
true	[INTERPRO, BLASTED]	81_22	WP_154985252.1	555	1	2.13E-10	48.67						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	81_23	OKH29943.1	1305	1	4.24E-60	69.89						IPR032871 (PFAM); IPR022385 (TIGRFAM); IPR031325 (PFAM); G3DSA:2.180.10.10 (GENE3D); IPR006530 (TIGRFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED]	81_24	EAW26357.1	1368	1	9.69E-58	52.68	3	P:GO:0006313; F:GO:0003677; F:GO:0004803	P:transposition, DNA-mediated; F:DNA binding; F:transposase activity			G3DSA:3.90.350.10 (GENE3D); IPR014735 (PFAM); IPR003201 (PFAM); IPR014737 (G3DSA:1.10.740.GENE3D); PTHR37319 (PANTHER); IPR012337 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	81_25	WP_099070261.1	402	1	5.75E-37	71.56						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	81_26	MBC6430675.1	765	1	2.08E-27	51.84						no IPS match	no IPS match	no IPS match
true	[INTERPRO]	81_27		192									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	81_28	WP_099070261.1	402	1	5.75E-37	71.56						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED]	81_29	EAW26357.1	1368	1	9.69E-58	52.68	3	P:GO:0006313; F:GO:0003677; F:GO:0004803	P:transposition, DNA-mediated; F:DNA binding; F:transposase activity			G3DSA:3.90.350.10 (GENE3D); IPR014735 (PFAM); IPR003201 (PFAM); IPR014737 (G3DSA:1.10.740.GENE3D); PTHR37319 (PANTHER); IPR012337 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	81_30	MBD2616381.1	10047	1	1.69E-290	54.7	3	P:GO:0007156; F:GO:0005509; C:GO:0016020	P:homophilic cell adhesion via plasma membrane adhesion molecules; F:calcium ion binding; C:membrane			IPR006644 (SMART); IPR013783 (G3DSA:2.60.40.GENE3D); IPR031325 (PFAM); G3DSA:2.60.120.380 (GENE3D); PF05345 (PFAM); G3DSA:2.180.10.10 (GENE3D); IPR013783 (G3DSA:2.60.40.GENE3D); IPR006530 (TIGRFAM); G3DSA:2.60.120.380 (GENE3D); G3DSA:2.180.10.10 (GENE3D); IPR013783 (G3DSA:2.60.40.GENE3D); IPR013783 (G3DSA:2.60.40.GENE3D); IPR013783 (G3DSA:2.60.40.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR32305 (PANTHER); PTHR32305:SF15 (PANTHER); IPR002126 (PROSITE_PROFILES); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); SSF117074 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY)	P:GO:0007156; F:GO:0005509; C:GO:0016020	P:homophilic cell adhesion via plasma membrane adhesion molecules; F:calcium ion binding; C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	82_1	NCQ95169.1	1725	1	0.0	84.94	1	F:GO:0010181	F:FMN binding			IPR001279 (SMART); IPR002563 (SMART); IPR029039 (G3DSA:3.40.50.GENE3D); IPR036866 (G3DSA:3.60.15.GENE3D); IPR002563 (PFAM); IPR012349 (G3DSA:2.30.110.GENE3D); IPR008254 (PFAM); PTHR32145 (PANTHER); IPR008254 (PROSITE_PROFILES); cd07709 (CDD); IPR036866 (SUPERFAMILY); IPR029039 (SUPERFAMILY); SSF50475 (SUPERFAMILY)	F:GO:0010181	F:FMN binding
true	[INTERPRO, BLASTED]	82_2	WP_100897942.1	228	1	1.31E-13	75.86						no IPS match	no IPS match	no IPS match
true	[INTERPRO]	82_3		219									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	82_4	BAZ27962.1	540	1	4.77E-92	91.48	3	P:GO:0006413; F:GO:0003743; C:GO:0005737	P:translational initiation; F:translation initiation factor activity; C:cytoplasm			IPR019815 (PFAM); IPR019814 (PFAM); IPR001288 (TIGRFAM); IPR036788 (G3DSA:3.30.110.GENE3D); IPR036787 (G3DSA:3.10.20.GENE3D); PTHR10938:SF0 (PANTHER); IPR001288 (PANTHER); IPR001288 (HAMAP); IPR036788 (SUPERFAMILY); IPR036787 (SUPERFAMILY)	P:GO:0006413; F:GO:0003743	P:translational initiation; F:translation initiation factor activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	82_5	WP_015180722.1	918	1	4.65E-117	72.33	1	F:GO:0016740	F:transferase activity	EC:2	Transferases	IPR000073 (PFAM); IPR029058 (G3DSA:3.40.50.GENE3D); PTHR46438 (PANTHER); IPR029058 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	82_6	NBD19011.1	1161	1	9.8E-179	82.34						IPR010095 (PFAM); IPR010095 (TIGRFAM); IPR001959 (PFAM); PTHR30405 (PANTHER); PTHR30405:SF17 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	82_7	TAE61019.1	2643	1	0.0	86.25	3	P:GO:0006265; F:GO:0003677; F:GO:0003917	P:DNA topological change; F:DNA binding; F:DNA topoisomerase type I (single strand cut, ATP-independent) activity			IPR013497 (PRINTS); IPR003602 (SMART); IPR003601 (SMART); IPR006171 (SMART); IPR013825 (G3DSA:2.70.20.GENE3D); IPR025589 (PFAM); IPR005733 (TIGRFAM); IPR013497 (PFAM); IPR013826 (G3DSA:1.10.290.GENE3D); G3DSA:3.40.50.140 (GENE3D); IPR006171 (PFAM); IPR013824 (G3DSA:1.10.460.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR000380 (PANTHER); IPR006171 (PROSITE_PROFILES); IPR028612 (HAMAP); IPR013497 (CDD); IPR034149 (CDD); IPR023405 (SUPERFAMILY)	P:GO:0006265; F:GO:0003677; F:GO:0003916; F:GO:0003917	P:DNA topological change; F:DNA binding; F:DNA topoisomerase activity; F:DNA topoisomerase type I (single strand cut, ATP-independent) activity
true	[INTERPRO]	82_8		111									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	82_9	WP_204106688.1	213	1	8.82E-6	78.95						mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED]	82_10	HBK97487.1	1350	1	5.93E-49	51.94	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	82_11	CUR31200.1	456	1	6.52E-53	78.83	1	F:GO:0003676	F:nucleic acid binding			IPR038717 (PFAM); IPR036397 (G3DSA:3.30.420.GENE3D)	F:GO:0003676	F:nucleic acid binding
true	[INTERPRO, BLASTED]	82_12	WP_008277827.1	450	1	1.94E-44	71.97						IPR025959 (PFAM); IPR009057 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	82_13	MBN3886231.1	477	1	1.38E-33	67.48						IPR012337 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	82_14	WP_190368585.1	324	1	3.57E-41	79.61						IPR026029 (PFAM); G3DSA:3.30.70.1060 (GENE3D); IPR011008 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	82_15	HAC65468.1	459	1	1.11E-59	91.72						IPR011659 (PFAM); IPR011042 (G3DSA:2.120.10.GENE3D); PTHR36842 (PANTHER); SSF82171 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	82_16	TRU74638.1	1248	1	2.79E-135	66.43	2	P:GO:0055085; F:GO:0022857	P:transmembrane transport; F:transmembrane transporter activity			IPR036259 (G3DSA:1.20.1250.GENE3D); IPR011701 (PFAM); PTHR23531 (PANTHER); IPR020846 (PROSITE_PROFILES); cd17489 (CDD); IPR036259 (SUPERFAMILY)	P:GO:0055085; F:GO:0022857	P:transmembrane transport; F:transmembrane transporter activity
true	[INTERPRO]	82_17		174									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	82_18	ARV59492.1	768	1	3.42E-100	74.02	3	P:GO:0005975; P:GO:0006044; F:GO:0004342	P:carbohydrate metabolic process; P:N-acetylglucosamine metabolic process; F:glucosamine-6-phosphate deaminase activity			IPR006148 (PFAM); G3DSA:3.40.50.1360 (GENE3D); IPR004547 (PANTHER); PTHR11280:SF6 (PANTHER); IPR004547 (CDD); IPR037171 (SUPERFAMILY)	P:GO:0005975; P:GO:0006044; F:GO:0004342	P:carbohydrate metabolic process; P:N-acetylglucosamine metabolic process; F:glucosamine-6-phosphate deaminase activity
true	[INTERPRO, BLASTED]	82_19	WP_190687054.1	396	1	1.25E-50	77.78						IPR037401 (PFAM); G3DSA:3.10.450.50 (GENE3D); PTHR34957 (PANTHER); PTHR34957:SF1 (PANTHER); IPR032710 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO]	82_20		228									G3DSA:3.30.160.20 (GENE3D); SSF54768 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO]	82_21		198									no IPS match	no IPS match	no IPS match
true	[INTERPRO]	82_22		234									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	82_23	MBL8057802.1	351	1	2.48E-17	70.42						IPR002837 (PFAM); IPR002837 (PANTHER); PS51257 (PROSITE_PROFILES); IPR002837 (CDD)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	82_24	MBW4593347.1	741	1	2.42E-107	82.7	1	F:GO:0003824	F:catalytic activity			IPR007570 (PFAM); IPR013785 (G3DSA:3.20.20.GENE3D); IPR007570 (PANTHER); SSF51569 (SUPERFAMILY)	F:GO:0003824	F:catalytic activity
true	[INTERPRO]	82_25		120									no IPS match	no IPS match	no IPS match
true	[INTERPRO]	82_26		90									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	82_27	BAZ28975.1	351	1	3.76E-55	85.34						IPR014347 (G3DSA:3.30.429.GENE3D); IPR001398 (PFAM); IPR001398 (PANTHER); IPR014347 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	82_28	WP_015205114.1	483	1	1.3E-94	90.63	1	F:GO:0010181	F:FMN binding			IPR002563 (SMART); IPR002563 (PFAM); IPR012349 (G3DSA:2.30.110.GENE3D); PTHR30466:SF11 (PANTHER); PTHR30466 (PANTHER); SSF50475 (SUPERFAMILY)	F:GO:0010181	F:FMN binding
true	[INTERPRO, BLASTED, ANNOTATED]	82_29	WP_044136459.1	1239	1	1.2E-160	71.33	4	P:GO:0006779; F:GO:0004109; F:GO:0051539; C:GO:0005737	P:porphyrin-containing compound biosynthetic process; F:coproporphyrinogen oxidase activity; F:4 iron, 4 sulfur cluster binding; C:cytoplasm			IPR006638 (SMART); IPR004559 (TIGRFAM); G3DSA:3.30.750.200 (GENE3D); IPR010723 (PFAM); IPR007197 (PFAM); SFLDF00288 (SFLD); IPR007197 (SFLD); IPR004559 (SFLD); SFLDG01082 (SFLD); SFLDG01065 (SFLD); IPR034505 (PANTHER); PTHR13932:SF5 (PANTHER); IPR007197 (PROSITE_PROFILES); cd01335 (CDD); SSF102114 (SUPERFAMILY)	P:GO:0006779; F:GO:0003824; F:GO:0004109; F:GO:0051536; F:GO:0051539; C:GO:0005737	P:porphyrin-containing compound biosynthetic process; F:catalytic activity; F:coproporphyrinogen oxidase activity; F:iron-sulfur cluster binding; F:4 iron, 4 sulfur cluster binding; C:cytoplasm
true	[INTERPRO, BLASTED]	82_30	WP_104396578.1	1083	1	1.48E-208	92.96						IPR002716 (SMART); IPR002792 (PFAM); G3DSA:3.40.50.1010 (GENE3D); PTHR11603 (PANTHER); PTHR11603:SF147 (PANTHER); IPR002792 (PROSITE_PROFILES); cd09877 (CDD); IPR029060 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	82_31	NEQ97695.1	4197	1	1.49E-86	50.53	1	F:GO:0005509	F:calcium ion binding			PR00313 (PRINTS); IPR022409 (SMART); IPR006626 (SMART); IPR001343 (PFAM); IPR000601 (PFAM); IPR011049 (G3DSA:2.150.10.GENE3D); IPR013783 (G3DSA:2.60.40.GENE3D); IPR011049 (G3DSA:2.150.10.GENE3D); mobidb-lite (MOBIDB_LITE); PTHR38340 (PANTHER); IPR000601 (PROSITE_PROFILES); cd00146 (CDD); IPR011049 (SUPERFAMILY); IPR035986 (SUPERFAMILY); IPR011049 (SUPERFAMILY)	F:GO:0005509	F:calcium ion binding
true	[INTERPRO, BLASTED, MAPPED]	82_32	NEQ97695.1	294	1	5.42E-18	77.33	4	P:GO:0006508; F:GO:0004252; F:GO:0008236; F:GO:0030246	P:proteolysis; F:serine-type endopeptidase activity; F:serine-type peptidase activity; F:carbohydrate binding			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED]	82_33	NEQ97695.1	624	1	1.75E-53	69.4	4	P:GO:0006508; F:GO:0004252; F:GO:0008236; F:GO:0030246	P:proteolysis; F:serine-type endopeptidase activity; F:serine-type peptidase activity; F:carbohydrate binding			IPR019316 (SMART); IPR019316 (PFAM); IPR019316 (PROSITE_PROFILES)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	82_34	WP_069965610.1	489	1	3.94E-35	63.83						PF13565 (PFAM); IPR009057 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	82_35	OKH37190.1	591	1	4.55E-67	73.26	1	F:GO:0003676	F:nucleic acid binding			IPR036397 (G3DSA:3.30.420.GENE3D); IPR038717 (PFAM)	F:GO:0003676	F:nucleic acid binding
true	[INTERPRO, BLASTED, ANNOTATED]	82_36	PSO54132.1	366	1	3.08E-26	78.57	2	P:GO:0006355; F:GO:0003677	P:regulation of transcription, DNA-templated; F:DNA binding			IPR036388 (G3DSA:1.10.10.GENE3D); IPR001523 (PFAM); IPR009057 (SUPERFAMILY)	P:GO:0006355; F:GO:0003677	P:regulation of transcription, DNA-templated; F:DNA binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	82_37	NES71583.1	567	1	2.14E-53	64.74	1	F:GO:0003676	F:nucleic acid binding			IPR036397 (G3DSA:3.30.420.GENE3D); IPR038717 (PFAM); PTHR23022 (PANTHER); PTHR23022:SF119 (PANTHER)	F:GO:0003676	F:nucleic acid binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	82_38	PLZ95352.1	855	1	1.02E-132	87.31	1	C:GO:0016021	C:integral component of membrane			IPR013525 (PFAM); PTHR30413:SF8 (PANTHER); PTHR30413 (PANTHER)	C:GO:0016020	C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	82_39	WP_007311373.1	1311	1	0.0	100.0	4	P:GO:0055085; F:GO:0005524; F:GO:0140359; C:GO:0016020	P:transmembrane transport; F:ATP binding; F:ABC-type transporter activity; C:membrane	EC:7	Translocases	IPR003593 (SMART); G3DSA:2.70.50.60 (GENE3D); IPR003439 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR029439 (PFAM); PTHR46743 (PANTHER); PTHR46743:SF2 (PANTHER); IPR003439 (PROSITE_PROFILES); IPR015860 (CDD); IPR029439 (CDD); IPR027417 (SUPERFAMILY)	F:GO:0005524; F:GO:0140359; C:GO:0016020	F:ATP binding; F:ABC-type transporter activity; C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	82_40	WP_154500537.1	861	1	2.44E-18	51.79	2	F:GO:0008762; F:GO:0071949	F:UDP-N-acetylmuramate dehydrogenase activity; F:FAD binding			IPR006094 (PFAM); IPR016169 (G3DSA:3.30.465.GENE3D); IPR016167 (G3DSA:3.30.43.GENE3D); PTHR21071:SF4 (PANTHER); IPR003170 (PANTHER); IPR003170 (HAMAP); IPR016166 (PROSITE_PROFILES); IPR036318 (SUPERFAMILY)	F:GO:0008762; F:GO:0016491; F:GO:0050660; F:GO:0071949	F:UDP-N-acetylmuramate dehydrogenase activity; F:oxidoreductase activity; F:flavin adenine dinucleotide binding; F:FAD binding
true	[INTERPRO, BLASTED]	82_41	MBQ3202173.1	1110	1	3.16E-40	49.74						IPR007345 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	82_42	WP_206290934.1	933	1	3.08E-62	57.48						IPR001173 (PFAM); IPR029044 (G3DSA:3.90.550.GENE3D); PTHR43685:SF5 (PANTHER); PTHR43685 (PANTHER); cd00761 (CDD); IPR029044 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	82_43	MBC8491271.1	1191	1	3.41E-26	44.09						PF13692 (PFAM); G3DSA:3.40.50.2000 (GENE3D); PTHR12526 (PANTHER); cd03801 (CDD); SSF53756 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	82_44	WP_009546854.1	1101	1	1.18E-140	71.23	1	F:GO:0016757	F:glycosyltransferase activity			G3DSA:3.40.50.2000 (GENE3D); G3DSA:3.40.50.11090 (GENE3D); IPR001296 (PFAM); PTHR46401:SF5 (PANTHER); PTHR46401 (PANTHER); cd03801 (CDD); SSF53756 (SUPERFAMILY)	F:GO:0016757	F:glycosyltransferase activity
true	[INTERPRO, BLASTED, ANNOTATED]	82_45	WP_109010953.1	417	1	2.88E-46	73.44	3	P:GO:0006313; F:GO:0003677; F:GO:0004803	P:transposition, DNA-mediated; F:DNA binding; F:transposase activity			IPR002686 (SMART); IPR002686 (PFAM); IPR036515 (G3DSA:3.30.70.GENE3D); PTHR33360 (PANTHER); IPR036515 (SUPERFAMILY)	P:GO:0006313; F:GO:0003677; F:GO:0004803	P:transposition, DNA-mediated; F:DNA binding; F:transposase activity
true	[INTERPRO, BLASTED]	82_46	MBD0389870.1	570	1	4.26E-48	68.68						IPR021027 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	82_47	TAE94060.1	729	1	2.09E-59	67.31						IPR010095 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	82_48	NEP22493.1	843	1	4.84E-111	74.9						IPR044862 (PFAM); G3DSA:2.60.120.620 (GENE3D); PTHR12117 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED]	82_49	WP_009784395.1	1362	1	3.11E-163	69.74	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	82_50	MBS0015332.1	510	1	6.92E-42	64.79	2	F:GO:0003676; F:GO:0004518	F:nucleic acid binding; F:nuclease activity			IPR011856 (G3DSA:3.40.1350.GENE3D); IPR003509 (TIGRFAM); IPR003509 (PFAM); IPR003509 (PANTHER); IPR003509 (HAMAP); IPR011335 (SUPERFAMILY)	F:GO:0003676; F:GO:0004518	F:nucleic acid binding; F:nuclease activity
