"","gene_id","KO","GO.ID","GO.Term","GO.Ontology"
"4391","K07240","K07240","GO:0016020","membrane","CC"
"4392","K07240","K07240","GO:0005886","plasma membrane","CC"
"4393","K07240","K07240","GO:0016021","integral component of membrane","CC"
"4394","K03594","K03594","GO:0008199","ferric iron binding","MF"
"4395","K01866","K01866","GO:0006437","tyrosyl-tRNA aminoacylation","BP"
"4396","K01866","K01866","GO:0003723","RNA binding","MF"
"4397","K01866","K01866","GO:0004831","tyrosine-tRNA ligase activity","MF"
"4398","K01866","K01866","GO:0005524","ATP binding","MF"
"4399","K01866","K01866","GO:0005737","cytoplasm","CC"
"4400","K01866","K01866","GO:0006418","tRNA aminoacylation for protein translation","BP"
"4401","K01866","K01866","GO:0000166","nucleotide binding","MF"
"4402","K01866","K01866","GO:0004812","aminoacyl-tRNA ligase activity","MF"
"4403","K00765","K00765","GO:0000105","histidine biosynthetic process","BP"
"4404","K00765","K00765","GO:0003879","ATP phosphoribosyltransferase activity","MF"
"4405","K00765","K00765","GO:0005524","ATP binding","MF"
"4406","K00765","K00765","GO:0005737","cytoplasm","CC"
"4407","K00627","K00627","GO:0016746","transferase activity, transferring acyl groups","MF"
"4408","K01695","K01695","GO:0006568","tryptophan metabolic process","BP"
"4409","K01695","K01695","GO:0004834","tryptophan synthase activity","MF"
"4410","K01695","K01695","GO:0003824","catalytic activity","MF"
"4411","K05583","K05583","GO:0016655","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","MF"
"4412","K05583","K05583","GO:0048038","quinone binding","MF"
"4413","K05583","K05583","GO:0016021","integral component of membrane","CC"
"4414","K05583","K05583","GO:0031676","plasma membrane-derived thylakoid membrane","CC"
"4415","K17768","K17768","GO:0005515","protein binding","MF"
"4416","K14018","K14018","GO:0005515","protein binding","MF"
"4417","K14018","K14018","GO:0016021","integral component of membrane","CC"
"4418","K21147","K21147","GO:0005524","ATP binding","MF"
"4419","K21147","K21147","GO:0008641","ubiquitin-like modifier activating enzyme activity","MF"
"4420","K21147","K21147","GO:0016779","nucleotidyltransferase activity","MF"
"4421","K08218","K08218","GO:0016021","integral component of membrane","CC"
"4422","K06187","K06187","GO:0006281","DNA repair","BP"
"4423","K06187","K06187","GO:0006310","DNA recombination","BP"
"4424","K06187","K06187","GO:0003677","DNA binding","MF"
"4425","K09001","K09001","GO:0005975","carbohydrate metabolic process","BP"
"4426","K09001","K09001","GO:0006040","amino sugar metabolic process","BP"
"4427","K09001","K09001","GO:0009254","peptidoglycan turnover","BP"
"4428","K09001","K09001","GO:0016310","phosphorylation","BP"
"4429","K09001","K09001","GO:0097175","1,6-anhydro-N-acetyl-beta-muramic acid catabolic process","BP"
"4430","K09001","K09001","GO:0005524","ATP binding","MF"
"4431","K09001","K09001","GO:0016301","kinase activity","MF"
"4432","K09001","K09001","GO:0016773","phosphotransferase activity, alcohol group as acceptor","MF"
"4433","K11521","K11521","GO:0000160","phosphorelay signal transduction system","BP"
"4434","K11521","K11521","GO:0006355","regulation of transcription, DNA-templated","BP"
"4435","K11521","K11521","GO:0003677","DNA binding","MF"
"4436","K18889","K18889","GO:0055085","transmembrane transport","BP"
"4437","K18889","K18889","GO:0005524","ATP binding","MF"
"4438","K18889","K18889","GO:0140359","ABC-type transporter activity","MF"
"4439","K18889","K18889","GO:0016021","integral component of membrane","CC"
"4440","K18889","K18889","GO:0042626","ATPase-coupled transmembrane transporter activity","MF"
"4441","K12988","K12988","GO:0016740","transferase activity","MF"
"4442","K07098","K07098","GO:0016787","hydrolase activity","MF"
"4443","K21401","K21401","GO:0071949","FAD binding","MF"
"4444","K20534","K20534","GO:0016020","membrane","CC"
"4445","K20534","K20534","GO:0016021","integral component of membrane","CC"
"4446","K20534","K20534","GO:0016740","transferase activity","MF"
"4447","K21342","K21342","GO:0017000","antibiotic biosynthetic process","BP"
"4448","K00588","K00588","GO:0032259","methylation","BP"
"4449","K00588","K00588","GO:0008171","O-methyltransferase activity","MF"
"4450","K11928","K11928","GO:0006814","sodium ion transport","BP"
"4451","K11928","K11928","GO:0015824","proline transport","BP"
"4452","K11928","K11928","GO:0055085","transmembrane transport","BP"
"4453","K11928","K11928","GO:0005298","proline:sodium symporter activity","MF"
"4454","K11928","K11928","GO:0031402","sodium ion binding","MF"
"4455","K11928","K11928","GO:0016021","integral component of membrane","CC"
"4456","K11928","K11928","GO:0022857","transmembrane transporter activity","MF"
"4457","K11928","K11928","GO:0016020","membrane","CC"
"4458","K01921","K01921","GO:0005524","ATP binding","MF"
"4459","K01921","K01921","GO:0008716","D-alanine-D-alanine ligase activity","MF"
"4460","K01921","K01921","GO:0046872","metal ion binding","MF"
"4461","K01921","K01921","GO:0005737","cytoplasm","CC"
"4462","K01077","K01077","GO:0016791","phosphatase activity","MF"
"4463","K01077","K01077","GO:0003824","catalytic activity","MF"
"4464","K10953","K10953","GO:0005509","calcium ion binding","MF"
"4465","K22742","K22742","GO:0007155","cell adhesion","BP"
"4466","K22742","K22742","GO:0008305","integrin complex","CC"
"4467","K08324","K08324","GO:0004030","aldehyde dehydrogenase [NAD(P)+] activity","MF"
"4468","K08324","K08324","GO:0016491","oxidoreductase activity","MF"
"4469","K08324","K08324","GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","MF"
"4470","K10632","K10632","GO:0016020","membrane","CC"
"4471","K10632","K10632","GO:0016021","integral component of membrane","CC"
"4472","K17733","K17733","GO:0008233","peptidase activity","MF"
"4473","K17836","K17836","GO:0017001","antibiotic catabolic process","BP"
"4474","K17836","K17836","GO:0030655","beta-lactam antibiotic catabolic process","BP"
"4475","K17836","K17836","GO:0046677","response to antibiotic","BP"
"4476","K17836","K17836","GO:0008800","beta-lactamase activity","MF"
"4477","K17836","K17836","GO:0016020","membrane","CC"
"4478","K17836","K17836","GO:0016021","integral component of membrane","CC"
"4479","K07243","K07243","GO:0016021","integral component of membrane","CC"
"4480","K23054","K23054","GO:0006629","lipid metabolic process","BP"
"4481","K23054","K23054","GO:0016717","oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water","MF"
"4482","K01758","K01758","GO:0003824","catalytic activity","MF"
"4483","K13788","K13788","GO:0008959","phosphate acetyltransferase activity","MF"
"4484","K13788","K13788","GO:0016407","acetyltransferase activity","MF"
"4485","K13788","K13788","GO:0016746","transferase activity, transferring acyl groups","MF"
"4486","K13788","K13788","GO:0005737","cytoplasm","CC"
"4487","K13788","K13788","GO:0006085","acetyl-CoA biosynthetic process","BP"
"4488","K02911","K02911","GO:0006412","translation","BP"
"4489","K02911","K02911","GO:0003735","structural constituent of ribosome","MF"
"4490","K02911","K02911","GO:0015934","large ribosomal subunit","CC"
"4491","K13448","K13448","GO:0005509","calcium ion binding","MF"
"4492","K11752","K11752","GO:0009231","riboflavin biosynthetic process","BP"
"4493","K11752","K11752","GO:0008703","5-amino-6-(5-phosphoribosylamino)uracil reductase activity","MF"
"4494","K11752","K11752","GO:0008835","diaminohydroxyphosphoribosylaminopyrimidine deaminase activity","MF"
"4495","K11752","K11752","GO:0050661","NADP binding","MF"
"4496","K11752","K11752","GO:0003824","catalytic activity","MF"
"4497","K03320","K03320","GO:0072488","ammonium transmembrane transport","BP"
"4498","K03320","K03320","GO:0008519","ammonium transmembrane transporter activity","MF"
"4499","K03320","K03320","GO:0016020","membrane","CC"
"4500","K03320","K03320","GO:0015696","ammonium transport","BP"
"4501","K03320","K03320","GO:0016021","integral component of membrane","CC"
"4502","K07559","K07559","GO:0003950","NAD+ ADP-ribosyltransferase activity","MF"
"4503","K07559","K07559","GO:0016740","transferase activity","MF"
"4504","K15461","K15461","GO:0016645","oxidoreductase activity, acting on the CH-NH group of donors","MF"
"4505","K06890","K06890","GO:0016021","integral component of membrane","CC"
"4506","K03090","K03090","GO:0006352","DNA-templated transcription, initiation","BP"
"4507","K03090","K03090","GO:0006355","regulation of transcription, DNA-templated","BP"
"4508","K03090","K03090","GO:0003677","DNA binding","MF"
"4509","K03090","K03090","GO:0016987","sigma factor activity","MF"
"4510","K03090","K03090","GO:0003700","DNA-binding transcription factor activity","MF"
"4511","K03090","K03090","GO:2000142","regulation of DNA-templated transcription, initiation","BP"
"4512","K02289","K02289","GO:0006313","transposition, DNA-mediated","BP"
"4513","K02289","K02289","GO:0003677","DNA binding","MF"
"4514","K02289","K02289","GO:0004803","transposase activity","MF"
"4515","K06133","K06133","GO:0006633","fatty acid biosynthetic process","BP"
"4516","K06133","K06133","GO:0000287","magnesium ion binding","MF"
"4517","K06133","K06133","GO:0008897","holo-[acyl-carrier-protein] synthase activity","MF"
"4518","K07642","K07642","GO:0000160","phosphorelay signal transduction system","BP"
"4519","K07642","K07642","GO:0018106","peptidyl-histidine phosphorylation","BP"
"4520","K07642","K07642","GO:0000155","phosphorelay sensor kinase activity","MF"
"4521","K07642","K07642","GO:0016021","integral component of membrane","CC"
"4522","K07642","K07642","GO:0007165","signal transduction","BP"
"4523","K07642","K07642","GO:0016310","phosphorylation","BP"
"4524","K07642","K07642","GO:0016772","transferase activity, transferring phosphorus-containing groups","MF"
"4525","K13821","K13821","GO:0006355","regulation of transcription, DNA-templated","BP"
"4526","K13821","K13821","GO:0010133","proline catabolic process to glutamate","BP"
"4527","K13821","K13821","GO:0003700","DNA-binding transcription factor activity","MF"
"4528","K13821","K13821","GO:0003842","1-pyrroline-5-carboxylate dehydrogenase activity","MF"
"4529","K13821","K13821","GO:0004657","proline dehydrogenase activity","MF"
"4530","K13821","K13821","GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","MF"
"4531","K13821","K13821","GO:0016491","oxidoreductase activity","MF"
"4532","K06976","K06976","GO:0008080","N-acetyltransferase activity","MF"
"4533","K03621","K03621","GO:0006633","fatty acid biosynthetic process","BP"
"4534","K03621","K03621","GO:0016747","transferase activity, transferring acyl groups other than amino-acyl groups","MF"
"4535","K03621","K03621","GO:0003824","catalytic activity","MF"
"4536","K00648","K00648","GO:0006633","fatty acid biosynthetic process","BP"
"4537","K00648","K00648","GO:0004315","3-oxoacyl-[acyl-carrier-protein] synthase activity","MF"
"4538","K00648","K00648","GO:0016746","transferase activity, transferring acyl groups","MF"
"4539","K00645","K00645","GO:0004314","[acyl-carrier-protein] S-malonyltransferase activity","MF"
"4540","K00645","K00645","GO:0016740","transferase activity","MF"
"4541","K18411","K18411","GO:0090305","nucleic acid phosphodiester bond hydrolysis","BP"
"4542","K18411","K18411","GO:0004519","endonuclease activity","MF"
"4543","K01483","K01483","GO:0000256","allantoin catabolic process","BP"
"4544","K01483","K01483","GO:0004848","ureidoglycolate hydrolase activity","MF"
"4545","K01483","K01483","GO:0050385","ureidoglycolate lyase activity","MF"
"4546","K03639","K03639","GO:0003824","catalytic activity","MF"
"4547","K03639","K03639","GO:0051536","iron-sulfur cluster binding","MF"
"4548","K23548","K23548","GO:0008901","ferredoxin hydrogenase activity","MF"
"4549","K23548","K23548","GO:0051536","iron-sulfur cluster binding","MF"
"4550","K23548","K23548","GO:0009375","ferredoxin hydrogenase complex","CC"
"4551","K23549","K23549","GO:0016151","nickel cation binding","MF"
"4552","K15662","K15662","GO:0016491","oxidoreductase activity","MF"
"4553","K15662","K15662","GO:0003824","catalytic activity","MF"
"4554","K11358","K11358","GO:0009058","biosynthetic process","BP"
"4555","K11358","K11358","GO:0008483","transaminase activity","MF"
"4556","K11358","K11358","GO:0030170","pyridoxal phosphate binding","MF"
"4557","K11358","K11358","GO:0003824","catalytic activity","MF"
"4558","K19570","K19570","GO:0032259","methylation","BP"
"4559","K19570","K19570","GO:0008168","methyltransferase activity","MF"
"4560","K19997","K19997","GO:0003824","catalytic activity","MF"
"4561","K05916","K05916","GO:0051409","response to nitrosative stress","BP"
"4562","K05916","K05916","GO:0008941","nitric oxide dioxygenase activity","MF"
"4563","K05916","K05916","GO:0019825","oxygen binding","MF"
"4564","K05916","K05916","GO:0020037","heme binding","MF"
"4565","K05916","K05916","GO:0071949","FAD binding","MF"
"4566","K01599","K01599","GO:0006779","porphyrin-containing compound biosynthetic process","BP"
"4567","K01599","K01599","GO:0004853","uroporphyrinogen decarboxylase activity","MF"
"4568","K16044","K16044","GO:0000166","nucleotide binding","MF"
"4569","K02634","K02634","GO:0015979","photosynthesis","BP"
"4570","K02634","K02634","GO:0022900","electron transport chain","BP"
"4571","K02634","K02634","GO:0005506","iron ion binding","MF"
"4572","K02634","K02634","GO:0009055","electron transfer activity","MF"
"4573","K02634","K02634","GO:0020037","heme binding","MF"
"4574","K02634","K02634","GO:0031361","integral component of thylakoid membrane","CC"
"4575","K02634","K02634","GO:0031676","plasma membrane-derived thylakoid membrane","CC"
"4576","K02636","K02636","GO:0045158","electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity","MF"
"4577","K02636","K02636","GO:0051537","2 iron, 2 sulfur cluster binding","MF"
"4578","K02636","K02636","GO:0016020","membrane","CC"
"4579","K05298","K05298","GO:0006006","glucose metabolic process","BP"
"4580","K05298","K05298","GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","MF"
"4581","K05298","K05298","GO:0050661","NADP binding","MF"
"4582","K05298","K05298","GO:0051287","NAD binding","MF"
"4583","K07560","K07560","GO:0051499","D-aminoacyl-tRNA deacylase activity","MF"
"4584","K07560","K07560","GO:0005737","cytoplasm","CC"
"4585","K07560","K07560","GO:0002161","aminoacyl-tRNA editing activity","MF"
"4586","K02287","K02287","GO:0030089","phycobilisome","CC"
"4587","K13668","K13668","GO:0016757","transferase activity, transferring glycosyl groups","MF"
"4588","K00942","K00942","GO:0006163","purine nucleotide metabolic process","BP"
"4589","K00942","K00942","GO:0004385","guanylate kinase activity","MF"
"4590","K12073","K12073","GO:0016790","thiolester hydrolase activity","MF"
"4591","K17734","K17734","GO:0006508","proteolysis","BP"
"4592","K17734","K17734","GO:0004252","serine-type endopeptidase activity","MF"
"4593","K17734","K17734","GO:0008236","serine-type peptidase activity","MF"
"4594","K04094","K04094","GO:0008033","tRNA processing","BP"
"4595","K04094","K04094","GO:0047151","methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity","MF"
"4596","K04094","K04094","GO:0050660","flavin adenine dinucleotide binding","MF"
"4597","K04094","K04094","GO:0005737","cytoplasm","CC"
"4598","K16053","K16053","GO:0055085","transmembrane transport","BP"
"4599","K16053","K16053","GO:0071470","cellular response to osmotic stress","BP"
"4600","K16053","K16053","GO:0008381","mechanosensitive ion channel activity","MF"
"4601","K16053","K16053","GO:0016021","integral component of membrane","CC"
"4602","K16053","K16053","GO:0016020","membrane","CC"
"4603","K00011","K00011","GO:0047834","D-threo-aldose 1-dehydrogenase activity","MF"
"4604","K00011","K00011","GO:0016491","oxidoreductase activity","MF"
"4605","K20974","K20974","GO:0000160","phosphorelay signal transduction system","BP"
"4606","K20974","K20974","GO:0016310","phosphorylation","BP"
"4607","K20974","K20974","GO:0016301","kinase activity","MF"
"4608","K13730","K13730","GO:0005515","protein binding","MF"
"4609","K12992","K12992","GO:0016740","transferase activity","MF"
"4610","K12992","K12992","GO:0016020","membrane","CC"
"4611","K12992","K12992","GO:0016021","integral component of membrane","CC"
"4612","K11443","K11443","GO:0000160","phosphorelay signal transduction system","BP"
"4613","K06508","K06508","GO:0016021","integral component of membrane","CC"
"4614","K03110","K03110","GO:0006614","SRP-dependent cotranslational protein targeting to membrane","BP"
"4615","K03110","K03110","GO:0051301","cell division","BP"
"4616","K03110","K03110","GO:0003924","GTPase activity","MF"
"4617","K03110","K03110","GO:0005525","GTP binding","MF"
"4618","K03110","K03110","GO:0005737","cytoplasm","CC"
"4619","K03110","K03110","GO:0031226","intrinsic component of plasma membrane","CC"
"4620","K01962","K01962","GO:0006633","fatty acid biosynthetic process","BP"
"4621","K01962","K01962","GO:0003989","acetyl-CoA carboxylase activity","MF"
"4622","K01962","K01962","GO:0009317","acetyl-CoA carboxylase complex","CC"
"4623","K01962","K01962","GO:0016874","ligase activity","MF"
"4624","K02488","K02488","GO:0000160","phosphorelay signal transduction system","BP"
"4625","K00602","K00602","GO:0006164","purine nucleotide biosynthetic process","BP"
"4626","K00602","K00602","GO:0003937","IMP cyclohydrolase activity","MF"
"4627","K00602","K00602","GO:0004643","phosphoribosylaminoimidazolecarboxamide formyltransferase activity","MF"
"4628","K00602","K00602","GO:0003824","catalytic activity","MF"
"4629","K06119","K06119","GO:0016757","transferase activity, transferring glycosyl groups","MF"
"4630","K11127","K11127","GO:0005515","protein binding","MF"
"4631","K00525","K00525","GO:0006260","DNA replication","BP"
"4632","K00525","K00525","GO:0016539","intein-mediated protein splicing","BP"
"4633","K00525","K00525","GO:0004519","endonuclease activity","MF"
"4634","K00525","K00525","GO:0004748","ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor","MF"
"4635","K00525","K00525","GO:0005524","ATP binding","MF"
"4636","K03768","K03768","GO:0000413","protein peptidyl-prolyl isomerization","BP"
"4637","K03768","K03768","GO:0003755","peptidyl-prolyl cis-trans isomerase activity","MF"
"4638","K03768","K03768","GO:0009579","thylakoid","CC"
"4639","K19813","K19813","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","MF"
"4640","K19813","K19813","GO:0050660","flavin adenine dinucleotide binding","MF"
"4641","K06125","K06125","GO:0010236","plastoquinone biosynthetic process","BP"
"4642","K06125","K06125","GO:0002083","4-hydroxybenzoate decaprenyltransferase activity","MF"
"4643","K06125","K06125","GO:0008412","4-hydroxybenzoate octaprenyltransferase activity","MF"
"4644","K06125","K06125","GO:0047293","4-hydroxybenzoate nonaprenyltransferase activity","MF"
"4645","K06125","K06125","GO:0005886","plasma membrane","CC"
"4646","K06125","K06125","GO:0016021","integral component of membrane","CC"
"4647","K06125","K06125","GO:0004659","prenyltransferase activity","MF"
"4648","K06125","K06125","GO:0016765","transferase activity, transferring alkyl or aryl (other than methyl) groups","MF"
"4649","K01879","K01879","GO:0006420","arginyl-tRNA aminoacylation","BP"
"4650","K01879","K01879","GO:0006426","glycyl-tRNA aminoacylation","BP"
"4651","K01879","K01879","GO:0004814","arginine-tRNA ligase activity","MF"
"4652","K01879","K01879","GO:0004820","glycine-tRNA ligase activity","MF"
"4653","K01879","K01879","GO:0005524","ATP binding","MF"
"4654","K01879","K01879","GO:0005737","cytoplasm","CC"
"4655","K01879","K01879","GO:0000166","nucleotide binding","MF"
"4656","K20151","K20151","GO:0006486","protein glycosylation","BP"
"4657","K20151","K20151","GO:0036065","fucosylation","BP"
"4658","K20151","K20151","GO:0008417","fucosyltransferase activity","MF"
"4659","K20151","K20151","GO:0016020","membrane","CC"
"4660","K03297","K03297","GO:0016021","integral component of membrane","CC"
"4661","K01997","K01997","GO:0005524","ATP binding","MF"
"4662","K01997","K01997","GO:0016020","membrane","CC"
"4663","K01997","K01997","GO:0016021","integral component of membrane","CC"
"4664","K06921","K06921","GO:0005524","ATP binding","MF"
"4665","K06921","K06921","GO:0016020","membrane","CC"
"4666","K06921","K06921","GO:0016021","integral component of membrane","CC"
"4667","K06921","K06921","GO:0007165","signal transduction","BP"
"4668","K06921","K06921","GO:0003953","NAD+ nucleosidase activity","MF"
"4669","K02899","K02899","GO:0006412","translation","BP"
"4670","K02899","K02899","GO:0003735","structural constituent of ribosome","MF"
"4671","K02899","K02899","GO:0005840","ribosome","CC"
"4672","K02888","K02888","GO:0006412","translation","BP"
"4673","K02888","K02888","GO:0003723","RNA binding","MF"
"4674","K02888","K02888","GO:0003735","structural constituent of ribosome","MF"
"4675","K02888","K02888","GO:0005840","ribosome","CC"
"4676","K03705","K03705","GO:0006355","regulation of transcription, DNA-templated","BP"
"4677","K03705","K03705","GO:0003677","DNA binding","MF"
"4678","K11690","K11690","GO:0005886","plasma membrane","CC"
"4679","K11690","K11690","GO:0016021","integral component of membrane","CC"
"4680","K03980","K03980","GO:0008360","regulation of cell shape","BP"
"4681","K03980","K03980","GO:0015836","lipid-linked peptidoglycan transport","BP"
"4682","K03980","K03980","GO:0071555","cell wall organization","BP"
"4683","K03980","K03980","GO:0015648","lipid-linked peptidoglycan transporter activity","MF"
"4684","K03980","K03980","GO:0005887","integral component of plasma membrane","CC"
"4685","K03980","K03980","GO:0009252","peptidoglycan biosynthetic process","BP"
"4686","K03106","K03106","GO:0006614","SRP-dependent cotranslational protein targeting to membrane","BP"
"4687","K03106","K03106","GO:0003924","GTPase activity","MF"
"4688","K03106","K03106","GO:0005525","GTP binding","MF"
"4689","K03106","K03106","GO:0008312","7S RNA binding","MF"
"4690","K03106","K03106","GO:0048500","signal recognition particle","CC"
"4691","K01214","K01214","GO:0005980","glycogen catabolic process","BP"
"4692","K01214","K01214","GO:0004133","glycogen debranching enzyme activity","MF"
"4693","K01214","K01214","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","MF"
"4694","K01214","K01214","GO:0016757","transferase activity, transferring glycosyl groups","MF"
"4695","K01214","K01214","GO:0005975","carbohydrate metabolic process","BP"
"4696","K01214","K01214","GO:0003824","catalytic activity","MF"
"4697","K03653","K03653","GO:0016020","membrane","CC"
"4698","K03653","K03653","GO:0016021","integral component of membrane","CC"
"4699","K17406","K17406","GO:0016021","integral component of membrane","CC"
"4700","K19341","K19341","GO:0055085","transmembrane transport","BP"
"4701","K19341","K19341","GO:0140359","ABC-type transporter activity","MF"
"4702","K19341","K19341","GO:0016020","membrane","CC"
"4703","K19341","K19341","GO:0016021","integral component of membrane","CC"
"4704","K00052","K00052","GO:0009082","branched-chain amino acid biosynthetic process","BP"
"4705","K00052","K00052","GO:0009098","leucine biosynthetic process","BP"
"4706","K00052","K00052","GO:0000287","magnesium ion binding","MF"
"4707","K00052","K00052","GO:0003862","3-isopropylmalate dehydrogenase activity","MF"
"4708","K00052","K00052","GO:0051287","NAD binding","MF"
"4709","K00052","K00052","GO:0005737","cytoplasm","CC"
"4710","K00052","K00052","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","MF"
"4711","K02484","K02484","GO:0007165","signal transduction","BP"
"4712","K02484","K02484","GO:0016310","phosphorylation","BP"
"4713","K02484","K02484","GO:0000155","phosphorelay sensor kinase activity","MF"
"4714","K02484","K02484","GO:0016021","integral component of membrane","CC"
"4715","K02484","K02484","GO:0016772","transferase activity, transferring phosphorus-containing groups","MF"
"4716","K03605","K03605","GO:0006508","proteolysis","BP"
"4717","K03605","K03605","GO:0050790","regulation of catalytic activity","BP"
"4718","K03605","K03605","GO:0008047","enzyme activator activity","MF"
"4719","K03605","K03605","GO:0008233","peptidase activity","MF"
"4720","K04720","K04720","GO:0009236","cobalamin biosynthetic process","BP"
"4721","K04720","K04720","GO:0003824","catalytic activity","MF"
"4722","K04720","K04720","GO:0030170","pyridoxal phosphate binding","MF"
"4723","K04720","K04720","GO:0009058","biosynthetic process","BP"
"4724","K04651","K04651","GO:0016020","membrane","CC"
"4725","K04651","K04651","GO:0016021","integral component of membrane","CC"
"4726","K04651","K04651","GO:0051604","protein maturation","BP"
"4727","K04651","K04651","GO:0016151","nickel cation binding","MF"
"4728","K02691","K02691","GO:0009773","photosynthetic electron transport in photosystem I","BP"
"4729","K02691","K02691","GO:0009055","electron transfer activity","MF"
"4730","K02691","K02691","GO:0051539","4 iron, 4 sulfur cluster binding","MF"
"4731","K02691","K02691","GO:0009522","photosystem I","CC"
"4732","K02691","K02691","GO:0042651","thylakoid membrane","CC"
"4733","K02691","K02691","GO:0015979","photosynthesis","BP"
"4734","K09819","K09819","GO:0055085","transmembrane transport","BP"
"4735","K09819","K09819","GO:0042626","ATPase-coupled transmembrane transporter activity","MF"
"4736","K09819","K09819","GO:0005887","integral component of plasma membrane","CC"
"4737","K09819","K09819","GO:0043190","ATP-binding cassette (ABC) transporter complex","CC"
"4738","K09820","K09820","GO:0005524","ATP binding","MF"
"4739","K09820","K09820","GO:0042626","ATPase-coupled transmembrane transporter activity","MF"
"4740","K09818","K09818","GO:0007155","cell adhesion","BP"
"4741","K09818","K09818","GO:0030001","metal ion transport","BP"
"4742","K09818","K09818","GO:0046872","metal ion binding","MF"
"4743","K02066","K02066","GO:0043190","ATP-binding cassette (ABC) transporter complex","CC"
"4744","K00297","K00297","GO:0006555","methionine metabolic process","BP"
"4745","K00297","K00297","GO:0004489","methylenetetrahydrofolate reductase (NAD(P)H) activity","MF"
"4746","K01867","K01867","GO:0006436","tryptophanyl-tRNA aminoacylation","BP"
"4747","K01867","K01867","GO:0004830","tryptophan-tRNA ligase activity","MF"
"4748","K01867","K01867","GO:0005524","ATP binding","MF"
"4749","K01867","K01867","GO:0006418","tRNA aminoacylation for protein translation","BP"
"4750","K01867","K01867","GO:0000166","nucleotide binding","MF"
"4751","K01867","K01867","GO:0004812","aminoacyl-tRNA ligase activity","MF"
"4752","K01409","K01409","GO:0002949","tRNA threonylcarbamoyladenosine modification","BP"
"4753","K23672","K23672","GO:0005524","ATP binding","MF"
"4754","K23672","K23672","GO:0046872","metal ion binding","MF"
"4755","K22935","K22935","GO:0005975","carbohydrate metabolic process","BP"
"4756","K22935","K22935","GO:0016773","phosphotransferase activity, alcohol group as acceptor","MF"
"4757","K16368","K16368","GO:0016021","integral component of membrane","CC"
"4758","K02011","K02011","GO:0055085","transmembrane transport","BP"
"4759","K02011","K02011","GO:0016020","membrane","CC"
"4760","K02011","K02011","GO:0005886","plasma membrane","CC"
"4761","K02011","K02011","GO:0016021","integral component of membrane","CC"
"4762","K03153","K03153","GO:0016491","oxidoreductase activity","MF"
"4763","K14761","K14761","GO:0003723","RNA binding","MF"
"4764","K21101","K21101","GO:0016491","oxidoreductase activity","MF"
"4765","K00351","K00351","GO:0051536","iron-sulfur cluster binding","MF"
"4766","K00351","K00351","GO:0009055","electron transfer activity","MF"
"4767","K01840","K01840","GO:0005975","carbohydrate metabolic process","BP"
"4768","K01840","K01840","GO:0016868","intramolecular transferase activity, phosphotransferases","MF"
"4769","K01840","K01840","GO:0071704","organic substance metabolic process","BP"
"4770","K04769","K04769","GO:0003677","DNA binding","MF"
"4771","K03599","K03599","GO:0006749","glutathione metabolic process","BP"
"4772","K03599","K03599","GO:0005515","protein binding","MF"
"4773","K07305","K07305","GO:0033743","peptide-methionine (R)-S-oxide reductase activity","MF"
"4774","K01704","K01704","GO:0009098","leucine biosynthetic process","BP"
"4775","K01704","K01704","GO:0003861","3-isopropylmalate dehydratase activity","MF"
"4776","K01704","K01704","GO:0009316","3-isopropylmalate dehydratase complex","CC"
"4777","K16786","K16786","GO:0055085","transmembrane transport","BP"
"4778","K16786","K16786","GO:0005524","ATP binding","MF"
"4779","K16786","K16786","GO:0016020","membrane","CC"
"4780","K17080","K17080","GO:0016020","membrane","CC"
"4781","K02536","K02536","GO:0009245","lipid A biosynthetic process","BP"
"4782","K02536","K02536","GO:0016410","N-acyltransferase activity","MF"
"4783","K02536","K02536","GO:0016747","transferase activity, transferring acyl groups other than amino-acyl groups","MF"
"4784","K02694","K02694","GO:0015979","photosynthesis","BP"
"4785","K02694","K02694","GO:0009538","photosystem I reaction center","CC"
"4786","K02694","K02694","GO:0009522","photosystem I","CC"
"4787","K02697","K02697","GO:0015979","photosynthesis","BP"
"4788","K02697","K02697","GO:0009522","photosystem I","CC"
"4789","K02697","K02697","GO:0016021","integral component of membrane","CC"
"4790","K02697","K02697","GO:0031676","plasma membrane-derived thylakoid membrane","CC"
"4791","K15383","K15383","GO:0016021","integral component of membrane","CC"
"4792","K01776","K01776","GO:0006807","nitrogen compound metabolic process","BP"
"4793","K01776","K01776","GO:0008360","regulation of cell shape","BP"
"4794","K01776","K01776","GO:0071555","cell wall organization","BP"
"4795","K01776","K01776","GO:0008881","glutamate racemase activity","MF"
